1	0.000409668
2	0.002048341
3	0.010241704
4	0.051208521
5	0.010241704
6	0.051208521
7	0.002048341
8	0.010241704
9	0.051208521
10	0.010241704
11	0.051208521
12	0.002048341
13	0.010241704
14	0.051208521
15	0.002048341
16	0.010241704
17	0.051208521
18	0.010241704
19	0.051208521
20	0.010241704
21	0.051208521
22	0.002048341
23	0.002048341
24	0.010241704
25	0.051208521
26	0.002048341
27	0.010241704
28	0.010241704
29	0.051208521
30	0.051208521
31	0.010241704
32	0.051208521
33	0.051208521
34	0.010241704
35	0.002048341
36	0.010241704
37	0.051208521
38	0.010241704
39	0.051208521
40	0.010241704
41	0.051208521
