1	0.506072874
2	0.050607287
3	0.005060729
4	0.000506073
5	0.005060729
6	0.000506073
7	0.050607287
8	0.005060729
9	0.000506073
10	0.005060729
11	0.000506073
12	0.050607287
13	0.005060729
14	0.000506073
15	0.050607287
16	0.005060729
17	0.000506073
18	0.005060729
19	0.000506073
20	0.005060729
21	0.000506073
22	0.050607287
23	0.050607287
24	0.005060729
25	0.000506073
26	0.050607287
27	0.005060729
28	0.005060729
29	0.000506073
30	0.000506073
31	0.005060729
32	0.000506073
33	0.000506073
34	0.005060729
35	0.050607287
36	0.005060729
37	0.000506073
38	0.005060729
39	0.000506073
40	0.005060729
41	0.000506073
